case_id,customer_id,order_id,category,priority,created_date,resolved_date,resolution_hours,sla_hours,met_sla,status,csat_score
CASE-020260,CUST-016887,ORD-0001706,Return Request,Medium,2023-01-06,2023-01-06,19.2,48,True,Resolved,4.0
CASE-020277,CUST-005308,ORD-0002054,Return Request,Low,2023-01-06,2023-01-13,184.7,72,False,Resolved,4.0
CASE-020278,CUST-004172,ORD-0002096,Return Request,Low,2023-01-06,2023-01-09,89.5,72,False,Resolved,2.0
CASE-020283,CUST-002771,ORD-0002273,Return Request,Medium,2023-01-06,2023-01-09,82.7,48,False,Resolved,4.0
CASE-020284,CUST-016656,ORD-0002279,Return Request,High,2023-01-06,2023-01-06,9.4,24,True,Resolved,4.0
CASE-020285,CUST-035862,ORD-0002282,Return Request,Low,2023-01-06,2023-01-07,38.7,72,True,Resolved,4.0
CASE-020286,CUST-009357,ORD-0002287,Return Request,Low,2023-01-06,2023-01-07,27.9,72,True,Resolved,4.0
CASE-020287,CUST-001859,ORD-0002289,Return Request,Urgent,2023-01-06,2023-01-06,5.6,8,True,Resolved,5.0
CASE-020290,CUST-016854,ORD-0002331,Return Request,Low,2023-01-06,2023-01-06,14.8,72,True,Resolved,5.0
CASE-020291,CUST-032064,ORD-0002333,Return Request,High,2023-01-06,2023-01-06,8.6,24,True,Resolved,3.0
CASE-020293,CUST-003585,ORD-0002391,Return Request,Low,2023-01-06,2023-01-06,17.5,72,True,Resolved,4.0
CASE-020298,CUST-027582,ORD-0002534,Return Request,Low,2023-01-06,2023-01-08,60.9,72,True,Resolved,5.0
CASE-020299,CUST-004693,ORD-0002589,Return Request,Low,2023-01-06,2023-01-07,45.0,72,True,Resolved,4.0
CASE-020306,CUST-024825,ORD-0002767,Return Request,Medium,2023-01-06,2023-01-06,6.5,48,True,Resolved,3.0
CASE-020309,CUST-006438,ORD-0002852,Return Request,Medium,2023-01-06,2023-01-07,46.9,48,True,Resolved,3.0
CASE-046496,CUST-004655,ORD-0000233,Product Defect,Urgent,2023-01-06,2023-01-06,2.5,8,True,Resolved,5.0
CASE-046497,CUST-006880,ORD-0000238,Product Defect,High,2023-01-06,2023-01-06,22.2,24,True,Resolved,5.0
CASE-046515,CUST-002195,ORD-0001360,Product Defect,Urgent,2023-01-06,2023-01-06,10.9,8,False,Resolved,3.0
CASE-046517,CUST-004012,ORD-0001476,Product Defect,Urgent,2023-01-06,2023-01-06,7.7,8,True,Resolved,2.0
CASE-046520,CUST-018190,ORD-0002086,Product Defect,Urgent,2023-01-06,,,8,False,Escalated,
CASE-046521,CUST-032076,ORD-0002134,Product Defect,High,2023-01-06,2023-01-06,21.6,24,True,Resolved,4.0
CASE-046525,CUST-027632,ORD-0002343,Product Defect,High,2023-01-06,2023-01-06,11.8,24,True,Resolved,4.0
CASE-053488,CUST-000293,ORD-0001306,Payment Issue,Urgent,2023-01-06,2023-01-06,8.1,8,False,Resolved,4.0
CASE-053490,CUST-023459,ORD-0001592,Payment Issue,Medium,2023-01-06,2023-01-07,31.2,48,True,Resolved,3.0
CASE-053493,CUST-024291,ORD-0002670,Payment Issue,Urgent,2023-01-06,2023-01-06,10.2,8,False,Resolved,2.0
CASE-053494,CUST-010554,ORD-0002776,Payment Issue,Low,2023-01-06,2023-01-07,42.6,72,True,Resolved,3.0
CASE-057310,CUST-005212,,General Inquiry,Medium,2023-01-06,2023-01-06,20.5,48,True,Resolved,5.0
CASE-057439,CUST-007245,,General Inquiry,Low,2023-01-06,2023-01-09,80.9,72,False,Resolved,2.0
CASE-057525,CUST-033238,,General Inquiry,Low,2023-01-06,2023-01-07,38.5,72,True,Resolved,5.0
CASE-058212,CUST-013224,,General Inquiry,Low,2023-01-06,2023-01-06,14.4,72,True,Resolved,4.0
CASE-058241,CUST-006575,,General Inquiry,Medium,2023-01-06,2023-01-06,4.5,48,True,Resolved,5.0
CASE-060370,CUST-012700,,General Inquiry,High,2023-01-06,2023-01-06,9.0,24,True,Resolved,5.0
CASE-060602,CUST-020115,,General Inquiry,Low,2023-01-06,2023-01-07,30.2,72,True,Resolved,3.0
CASE-060656,CUST-017802,,General Inquiry,Low,2023-01-06,2023-01-07,43.3,72,True,Resolved,4.0
CASE-061403,CUST-024945,,General Inquiry,Low,2023-01-06,2023-01-08,71.8,72,True,Resolved,4.0
CASE-062127,CUST-030749,,General Inquiry,Urgent,2023-01-06,2023-01-06,6.4,8,True,Resolved,4.0
CASE-062397,CUST-024561,,General Inquiry,Low,2023-01-06,2023-01-07,32.2,72,True,Resolved,5.0
CASE-064237,CUST-009688,,General Inquiry,Medium,2023-01-06,2023-01-07,47.0,48,True,Resolved,3.0
CASE-064414,CUST-013570,,General Inquiry,High,2023-01-06,2023-01-06,6.4,24,True,Resolved,3.0
CASE-065144,CUST-027446,,General Inquiry,Low,2023-01-06,,,72,False,Open,
CASE-065205,CUST-033050,,General Inquiry,Medium,2023-01-06,2023-01-07,26.7,48,True,Resolved,5.0
CASE-065576,CUST-027391,,General Inquiry,Medium,2023-01-06,2023-01-06,23.2,48,True,Resolved,4.0
CASE-000032,CUST-032994,ORD-0000954,Delivery Issue,Medium,2023-01-07,2023-01-09,50.2,48,False,Resolved,5.0
CASE-000033,CUST-021351,ORD-0000989,Delivery Issue,Low,2023-01-07,2023-01-10,72.9,72,False,Resolved,3.0
CASE-000036,CUST-018391,ORD-0001053,Delivery Issue,Low,2023-01-07,2023-01-11,99.3,72,False,Resolved,3.0
CASE-000040,CUST-003190,ORD-0001132,Delivery Issue,Medium,2023-01-07,2023-01-07,12.9,48,True,Resolved,3.0
CASE-000041,CUST-014514,ORD-0001133,Delivery Issue,Low,2023-01-07,2023-01-10,80.2,72,False,Resolved,3.0
CASE-000044,CUST-006293,ORD-0001248,Delivery Issue,Urgent,2023-01-07,2023-01-07,2.0,8,True,Resolved,4.0
CASE-000051,CUST-016838,ORD-0001424,Delivery Issue,Low,2023-01-07,2023-01-08,32.2,72,True,Resolved,4.0
CASE-000055,CUST-006796,ORD-0001559,Delivery Issue,Medium,2023-01-07,,,48,False,Escalated,
CASE-000060,CUST-002301,ORD-0001635,Delivery Issue,Low,2023-01-07,2023-01-07,18.6,72,True,Resolved,5.0
CASE-000065,CUST-010814,ORD-0001655,Delivery Issue,Low,2023-01-07,2023-01-09,66.8,72,True,Resolved,3.0
CASE-000067,CUST-025997,ORD-0001682,Delivery Issue,Medium,2023-01-07,2023-01-12,126.9,48,False,Resolved,3.0
CASE-000071,CUST-033179,ORD-0001795,Delivery Issue,Medium,2023-01-07,2023-01-08,25.9,48,True,Resolved,5.0
CASE-000072,CUST-018494,ORD-0001820,Delivery Issue,Medium,2023-01-07,2023-01-08,31.9,48,True,Resolved,4.0
CASE-000075,CUST-003823,ORD-0001865,Delivery Issue,Low,2023-01-07,2023-01-12,125.3,72,False,Resolved,1.0
CASE-000076,CUST-022947,ORD-0001909,Delivery Issue,Urgent,2023-01-07,2023-01-07,7.0,8,True,Resolved,2.0
CASE-000077,CUST-008624,ORD-0001993,Delivery Issue,Urgent,2023-01-07,2023-01-07,7.2,8,True,Resolved,4.0
CASE-000078,CUST-005236,ORD-0002000,Delivery Issue,High,2023-01-07,2023-01-07,14.7,24,True,Resolved,5.0
CASE-000082,CUST-005308,ORD-0002054,Delivery Issue,Urgent,2023-01-07,2023-01-07,5.2,8,True,Resolved,5.0
CASE-000085,CUST-025790,ORD-0002162,Delivery Issue,High,2023-01-07,2023-01-07,17.1,24,True,Resolved,5.0
CASE-000087,CUST-028280,ORD-0002179,Delivery Issue,Medium,2023-01-07,2023-01-08,28.1,48,True,Resolved,4.0
CASE-000090,CUST-017581,ORD-0002285,Delivery Issue,Low,2023-01-07,2023-01-09,53.5,72,True,Resolved,4.0
CASE-000094,CUST-003927,ORD-0002384,Delivery Issue,High,2023-01-07,2023-01-07,12.5,24,True,Resolved,4.0
CASE-000098,CUST-031224,ORD-0002564,Delivery Issue,Medium,2023-01-07,2023-01-09,70.3,48,False,Resolved,4.0
CASE-020266,CUST-016838,ORD-0001879,Return Request,High,2023-01-07,2023-01-07,14.0,24,True,Resolved,5.0
CASE-020269,CUST-009266,ORD-0001890,Return Request,Low,2023-01-07,2023-01-09,64.3,72,True,Resolved,4.0
CASE-020272,CUST-000580,ORD-0001956,Return Request,Low,2023-01-07,2023-01-08,36.8,72,True,Resolved,3.0
CASE-020273,CUST-028823,ORD-0001971,Return Request,High,2023-01-07,2023-01-07,16.7,24,True,Resolved,4.0
CASE-020274,CUST-033821,ORD-0002006,Return Request,Medium,2023-01-07,2023-01-08,26.5,48,True,Resolved,3.0
CASE-020279,CUST-004088,ORD-0002114,Return Request,Medium,2023-01-07,2023-01-08,40.3,48,True,Resolved,5.0
CASE-020280,CUST-004056,ORD-0002183,Return Request,Medium,2023-01-07,2023-01-09,48.8,48,False,Resolved,3.0
CASE-020281,CUST-025183,ORD-0002228,Return Request,Medium,2023-01-07,2023-01-09,48.8,48,False,Resolved,4.0
CASE-020289,CUST-004892,ORD-0002322,Return Request,Low,2023-01-07,2023-01-08,47.3,72,True,Resolved,4.0
CASE-020294,CUST-030378,ORD-0002420,Return Request,Low,2023-01-07,,,72,False,Escalated,
CASE-020295,CUST-003877,ORD-0002443,Return Request,Low,2023-01-07,2023-01-08,31.3,72,True,Resolved,4.0
CASE-020297,CUST-003469,ORD-0002497,Return Request,Low,2023-01-07,2023-01-07,4.8,72,True,Resolved,5.0
CASE-020301,CUST-025223,ORD-0002611,Return Request,Low,2023-01-07,2023-01-15,192.7,72,False,Resolved,4.0
CASE-020304,CUST-024805,ORD-0002718,Return Request,Low,2023-01-07,2023-01-08,34.3,72,True,Resolved,4.0
CASE-020307,CUST-015354,ORD-0002790,Return Request,Medium,2023-01-07,2023-01-08,28.8,48,True,Resolved,4.0
CASE-020310,CUST-007898,ORD-0002908,Return Request,Medium,2023-01-07,2023-01-10,89.8,48,False,Resolved,4.0
CASE-020311,CUST-022182,ORD-0002927,Return Request,Medium,2023-01-07,2023-01-08,44.4,48,True,Resolved,5.0
CASE-020312,CUST-025124,ORD-0002936,Return Request,High,2023-01-07,2023-01-08,37.4,24,False,Resolved,3.0
CASE-020324,CUST-027427,ORD-0003274,Return Request,Low,2023-01-07,2023-01-09,60.4,72,True,Resolved,5.0
CASE-046506,CUST-028772,ORD-0000807,Product Defect,Low,2023-01-07,2023-01-09,49.6,72,True,Resolved,5.0
CASE-046512,CUST-032322,ORD-0001223,Product Defect,Urgent,2023-01-07,2023-01-07,8.4,8,False,Resolved,4.0
CASE-046516,CUST-025274,ORD-0001467,Product Defect,Medium,2023-01-07,2023-01-07,8.9,48,True,Resolved,4.0
CASE-046519,CUST-031613,ORD-0001849,Product Defect,High,2023-01-07,2023-01-07,9.5,24,True,Resolved,4.0
CASE-046523,CUST-001501,ORD-0002281,Product Defect,High,2023-01-07,2023-01-09,50.5,24,False,Resolved,3.0
CASE-046524,CUST-018581,ORD-0002334,Product Defect,Medium,2023-01-07,2023-01-09,63.2,48,False,Resolved,3.0
CASE-046529,CUST-014635,ORD-0002577,Product Defect,High,2023-01-07,2023-01-08,29.7,24,False,Resolved,4.0
CASE-053496,CUST-006410,ORD-0003372,Payment Issue,Medium,2023-01-07,2023-01-11,103.1,48,False,Resolved,4.0
CASE-057056,CUST-008435,,General Inquiry,Medium,2023-01-07,2023-01-07,24.0,48,True,Resolved,5.0
CASE-057221,CUST-019550,,General Inquiry,Low,2023-01-07,2023-01-09,66.0,72,True,Resolved,4.0
CASE-057227,CUST-015501,,General Inquiry,Low,2023-01-07,2023-01-10,80.2,72,False,Resolved,3.0
CASE-058289,CUST-008207,,General Inquiry,Medium,2023-01-07,2023-01-07,23.2,48,True,Resolved,5.0
CASE-058471,CUST-013231,,General Inquiry,Medium,2023-01-07,2023-01-08,43.0,48,True,Resolved,4.0
CASE-059853,CUST-007510,,General Inquiry,Low,2023-01-07,2023-01-07,21.8,72,True,Resolved,4.0
CASE-059968,CUST-019985,,General Inquiry,Low,2023-01-07,2023-01-11,105.6,72,False,Resolved,4.0
CASE-060514,CUST-021214,,General Inquiry,Low,2023-01-07,2023-01-08,26.8,72,True,Resolved,5.0
CASE-060554,CUST-011232,,General Inquiry,Medium,2023-01-07,2023-01-08,40.3,48,True,Resolved,4.0
CASE-060888,CUST-007716,,General Inquiry,Medium,2023-01-07,2023-01-07,21.1,48,True,Resolved,4.0
CASE-061832,CUST-028020,,General Inquiry,Low,2023-01-07,2023-01-11,96.6,72,False,Resolved,3.0
CASE-064836,CUST-031011,,General Inquiry,Medium,2023-01-07,2023-01-07,8.3,48,True,Resolved,3.0
CASE-065062,CUST-021191,,General Inquiry,Medium,2023-01-07,2023-01-09,63.5,48,False,Resolved,4.0
CASE-065165,CUST-000794,,General Inquiry,Urgent,2023-01-07,2023-01-07,13.5,8,False,Resolved,3.0
CASE-000052,CUST-018978,ORD-0001440,Delivery Issue,Medium,2023-01-08,2023-01-09,26.2,48,True,Resolved,5.0
CASE-000057,CUST-031224,ORD-0001627,Delivery Issue,Urgent,2023-01-08,2023-01-08,9.7,8,False,Resolved,3.0
CASE-000058,CUST-034514,ORD-0001628,Delivery Issue,Urgent,2023-01-08,2023-01-08,12.0,8,False,Resolved,3.0
CASE-000061,CUST-025325,ORD-0001637,Delivery Issue,High,2023-01-08,,,24,False,Open,
CASE-000068,CUST-008133,ORD-0001743,Delivery Issue,High,2023-01-08,2023-01-08,16.4,24,True,Resolved,5.0
CASE-000073,CUST-015096,ORD-0001828,Delivery Issue,Medium,2023-01-08,2023-01-09,39.2,48,True,Resolved,5.0
CASE-000079,CUST-000015,ORD-0002002,Delivery Issue,High,2023-01-08,2023-01-08,5.9,24,True,Resolved,5.0
CASE-000081,CUST-002834,ORD-0002035,Delivery Issue,Medium,2023-01-08,2023-01-08,8.4,48,True,Resolved,5.0
CASE-000086,CUST-022492,ORD-0002174,Delivery Issue,High,2023-01-08,2023-01-08,14.8,24,True,Resolved,4.0
CASE-000088,CUST-010189,ORD-0002216,Delivery Issue,Urgent,2023-01-08,2023-01-08,4.9,8,True,Resolved,5.0
CASE-000092,CUST-000112,ORD-0002348,Delivery Issue,Low,2023-01-08,2023-01-09,37.8,72,True,Resolved,5.0
CASE-000095,CUST-034378,ORD-0002441,Delivery Issue,Urgent,2023-01-08,2023-01-08,1.1,8,True,Resolved,4.0
CASE-000099,CUST-034857,ORD-0002590,Delivery Issue,Low,2023-01-08,2023-01-08,17.9,72,True,Resolved,5.0
CASE-000100,CUST-002638,ORD-0002634,Delivery Issue,High,2023-01-08,2023-01-08,18.5,24,True,Resolved,4.0
CASE-000101,CUST-001633,ORD-0002640,Delivery Issue,Medium,2023-01-08,2023-01-10,52.4,48,False,Resolved,3.0
CASE-000105,CUST-016704,ORD-0002856,Delivery Issue,Low,2023-01-08,2023-01-10,55.2,72,True,Resolved,5.0
CASE-000107,CUST-010262,ORD-0002981,Delivery Issue,Medium,2023-01-08,2023-01-08,20.2,48,True,Resolved,5.0
CASE-000109,CUST-035404,ORD-0003075,Delivery Issue,High,2023-01-08,2023-01-08,13.4,24,True,Resolved,4.0
CASE-000114,CUST-014820,ORD-0003322,Delivery Issue,Medium,2023-01-08,2023-01-09,26.7,48,True,Resolved,4.0
CASE-020296,CUST-020941,ORD-0002471,Return Request,Low,2023-01-08,2023-01-15,180.8,72,False,Resolved,4.0
CASE-020300,CUST-035495,ORD-0002603,Return Request,Low,2023-01-08,2023-01-11,88.6,72,False,Resolved,4.0
CASE-020302,CUST-013564,ORD-0002661,Return Request,Low,2023-01-08,2023-01-13,142.6,72,False,Resolved,2.0
CASE-020303,CUST-015061,ORD-0002676,Return Request,High,2023-01-08,2023-01-08,12.9,24,True,Resolved,4.0
CASE-020305,CUST-009022,ORD-0002724,Return Request,Medium,2023-01-08,,,48,False,Open,
CASE-020308,CUST-027865,ORD-0002811,Return Request,Medium,2023-01-08,2023-01-08,8.0,48,True,Resolved,4.0
CASE-020313,CUST-008604,ORD-0002993,Return Request,Medium,2023-01-08,2023-01-08,13.9,48,True,Resolved,3.0
CASE-020314,CUST-032510,ORD-0003009,Return Request,High,2023-01-08,2023-01-08,9.5,24,True,Resolved,5.0
CASE-020317,CUST-002232,ORD-0003097,Return Request,Low,2023-01-08,2023-01-09,38.3,72,True,Resolved,5.0
CASE-020318,CUST-033780,ORD-0003098,Return Request,Low,2023-01-08,2023-01-15,168.9,72,False,Resolved,2.0
CASE-020321,CUST-003507,ORD-0003215,Return Request,Low,2023-01-08,2023-01-10,63.9,72,True,Resolved,3.0
CASE-020322,CUST-035686,ORD-0003217,Return Request,Medium,2023-01-08,2023-01-08,9.4,48,True,Resolved,5.0
CASE-020325,CUST-030609,ORD-0003292,Return Request,Low,2023-01-08,,,72,False,Escalated,
CASE-020326,CUST-034132,ORD-0003334,Return Request,Medium,2023-01-08,2023-01-09,43.9,48,True,Resolved,4.0
CASE-020327,CUST-027214,ORD-0003369,Return Request,High,2023-01-08,2023-01-09,28.6,24,False,Resolved,1.0
CASE-020331,CUST-008430,ORD-0003486,Return Request,Medium,2023-01-08,2023-01-09,38.3,48,True,Resolved,5.0
CASE-020334,CUST-004452,ORD-0003554,Return Request,High,2023-01-08,2023-01-08,13.1,24,True,Resolved,5.0
CASE-020343,CUST-008593,ORD-0003855,Return Request,Low,2023-01-08,2023-01-08,18.8,72,True,Resolved,3.0
CASE-020347,CUST-013679,ORD-0003940,Return Request,Urgent,2023-01-08,2023-01-08,11.9,8,False,Resolved,3.0
CASE-046502,CUST-001272,ORD-0000507,Product Defect,High,2023-01-08,2023-01-08,7.7,24,True,Resolved,4.0
CASE-046504,CUST-032529,ORD-0000581,Product Defect,High,2023-01-08,2023-01-08,9.9,24,True,Resolved,3.0
CASE-046509,CUST-031733,ORD-0001087,Product Defect,Urgent,2023-01-08,2023-01-08,7.8,8,True,Resolved,4.0
CASE-046533,CUST-024132,ORD-0002859,Product Defect,Low,2023-01-08,2023-01-08,13.5,72,True,Resolved,5.0
CASE-053491,CUST-014039,ORD-0002031,Payment Issue,Low,2023-01-08,2023-01-11,94.1,72,False,Resolved,2.0
CASE-053492,CUST-025223,ORD-0002611,Payment Issue,High,2023-01-08,2023-01-09,27.7,24,False,Resolved,4.0
CASE-058092,CUST-015025,,General Inquiry,Low,2023-01-08,2023-01-08,6.5,72,True,Resolved,5.0
CASE-058487,CUST-024457,,General Inquiry,Urgent,2023-01-08,2023-01-08,7.2,8,True,Resolved,3.0
CASE-059467,CUST-003961,,General Inquiry,Medium,2023-01-08,2023-01-08,7.5,48,True,Resolved,3.0
CASE-059647,CUST-014371,,General Inquiry,Urgent,2023-01-08,2023-01-08,2.1,8,True,Resolved,4.0
CASE-059810,CUST-001011,,General Inquiry,Low,2023-01-08,2023-01-10,63.6,72,True,Resolved,5.0
CASE-061045,CUST-021242,,General Inquiry,Medium,2023-01-08,2023-01-09,26.3,48,True,Resolved,4.0
CASE-061252,CUST-028621,,General Inquiry,High,2023-01-08,2023-01-08,12.9,24,True,Resolved,4.0
CASE-061877,CUST-017265,,General Inquiry,Low,2023-01-08,2023-01-09,26.6,72,True,Resolved,4.0
CASE-062405,CUST-002669,,General Inquiry,Low,2023-01-08,2023-01-16,209.4,72,False,Resolved,5.0
CASE-063123,CUST-026303,,General Inquiry,Urgent,2023-01-08,2023-01-09,27.2,8,False,Resolved,3.0
CASE-063710,CUST-002597,,General Inquiry,Low,2023-01-08,2023-01-11,77.9,72,False,Resolved,4.0
CASE-064268,CUST-028043,,General Inquiry,Medium,2023-01-08,2023-01-08,5.7,48,True,Resolved,3.0
CASE-064462,CUST-002061,,General Inquiry,Medium,2023-01-08,2023-01-08,14.9,48,True,Resolved,4.0
CASE-065339,CUST-003248,,General Inquiry,Low,2023-01-08,2023-01-11,89.1,72,False,Resolved,2.0
CASE-000083,CUST-003359,ORD-0002092,Delivery Issue,Medium,2023-01-09,2023-01-10,27.6,48,True,Resolved,5.0
CASE-000084,CUST-011980,ORD-0002120,Delivery Issue,Urgent,2023-01-09,2023-01-09,1.1,8,True,Resolved,4.0
CASE-000089,CUST-003439,ORD-0002248,Delivery Issue,Low,2023-01-09,2023-01-11,55.1,72,True,Resolved,3.0
CASE-000091,CUST-016830,ORD-0002315,Delivery Issue,Low,2023-01-09,2023-01-14,132.9,72,False,Resolved,3.0
CASE-000103,CUST-035847,ORD-0002808,Delivery Issue,Low,2023-01-09,2023-01-09,21.0,72,True,Resolved,5.0
CASE-000104,CUST-001902,ORD-0002840,Delivery Issue,High,2023-01-09,2023-01-09,1.0,24,True,Resolved,5.0
CASE-000112,CUST-019266,ORD-0003277,Delivery Issue,Medium,2023-01-09,2023-01-09,21.2,48,True,Resolved,5.0
CASE-000120,CUST-022360,ORD-0003557,Delivery Issue,High,2023-01-09,2023-01-09,6.0,24,True,Resolved,5.0
CASE-020315,CUST-028064,ORD-0003026,Return Request,Low,2023-01-09,2023-01-10,25.1,72,True,Resolved,5.0
CASE-020316,CUST-024723,ORD-0003032,Return Request,Medium,2023-01-09,2023-01-09,6.7,48,True,Resolved,5.0
CASE-020319,CUST-008457,ORD-0003115,Return Request,Low,2023-01-09,2023-01-09,20.7,72,True,Resolved,4.0
CASE-020320,CUST-005671,ORD-0003199,Return Request,High,2023-01-09,2023-01-09,15.3,24,True,Resolved,5.0
CASE-020323,CUST-001850,ORD-0003248,Return Request,Medium,2023-01-09,2023-01-09,18.2,48,True,Resolved,5.0
CASE-020328,CUST-034670,ORD-0003377,Return Request,Medium,2023-01-09,2023-01-10,45.7,48,True,Resolved,3.0
CASE-020329,CUST-031395,ORD-0003397,Return Request,Medium,2023-01-09,2023-01-10,25.5,48,True,Resolved,5.0
CASE-020330,CUST-025761,ORD-0003472,Return Request,High,2023-01-09,2023-01-09,15.6,24,True,Resolved,5.0
CASE-020332,CUST-023896,ORD-0003531,Return Request,High,2023-01-09,,,24,False,Open,
CASE-020333,CUST-013152,ORD-0003539,Return Request,Low,2023-01-09,2023-01-10,37.7,72,True,Resolved,5.0
CASE-020340,CUST-026123,ORD-0003721,Return Request,Medium,2023-01-09,,,48,False,Escalated,
CASE-020345,CUST-015042,ORD-0003870,Return Request,Urgent,2023-01-09,2023-01-09,16.8,8,False,Resolved,3.0
CASE-020353,CUST-003694,ORD-0004007,Return Request,High,2023-01-09,2023-01-10,30.8,24,False,Resolved,4.0
CASE-020355,CUST-019148,ORD-0004032,Return Request,Medium,2023-01-09,2023-01-12,74.3,48,False,Resolved,5.0
CASE-020359,CUST-017356,ORD-0004139,Return Request,Low,2023-01-09,2023-01-11,60.0,72,True,Resolved,3.0
CASE-020360,CUST-024380,ORD-0004152,Return Request,High,2023-01-09,2023-01-09,8.3,24,True,Resolved,4.0
CASE-020363,CUST-024292,ORD-0004232,Return Request,Low,2023-01-09,2023-01-10,37.7,72,True,Resolved,4.0
CASE-020366,CUST-017032,ORD-0004251,Return Request,Low,2023-01-09,2023-01-12,75.4,72,False,Resolved,4.0
CASE-020369,CUST-004201,ORD-0004305,Return Request,High,2023-01-09,2023-01-09,6.4,24,True,Resolved,5.0
CASE-046499,CUST-017989,ORD-0000328,Product Defect,High,2023-01-09,2023-01-09,11.4,24,True,Resolved,5.0
CASE-046508,CUST-012869,ORD-0001079,Product Defect,High,2023-01-09,2023-01-09,18.0,24,True,Resolved,3.0
CASE-046511,CUST-016613,ORD-0001200,Product Defect,High,2023-01-09,2023-01-09,5.0,24,True,Resolved,5.0
CASE-046528,CUST-016811,ORD-0002549,Product Defect,High,2023-01-09,2023-01-11,61.9,24,False,Resolved,3.0
CASE-046539,CUST-035927,ORD-0003421,Product Defect,High,2023-01-09,2023-01-09,18.7,24,True,Resolved,4.0
CASE-053495,CUST-035404,ORD-0003075,Payment Issue,Medium,2023-01-09,2023-01-10,25.4,48,True,Resolved,4.0
CASE-053497,CUST-012468,ORD-0003907,Payment Issue,Urgent,2023-01-09,2023-01-09,4.9,8,True,Resolved,4.0
CASE-058062,CUST-017097,,General Inquiry,Low,2023-01-09,2023-01-11,51.7,72,True,Resolved,3.0
CASE-058834,CUST-001993,,General Inquiry,Low,2023-01-09,2023-01-11,62.1,72,True,Resolved,4.0
CASE-059413,CUST-024858,,General Inquiry,Low,2023-01-09,2023-01-09,23.5,72,True,Resolved,3.0
CASE-060005,CUST-019487,,General Inquiry,Medium,2023-01-09,2023-01-09,16.0,48,True,Resolved,3.0
CASE-061541,CUST-033958,,General Inquiry,Low,2023-01-09,2023-01-13,105.5,72,False,Resolved,3.0
CASE-062118,CUST-028072,,General Inquiry,Low,2023-01-09,2023-01-10,37.5,72,True,Resolved,5.0
CASE-062710,CUST-000474,,General Inquiry,Medium,2023-01-09,2023-01-09,9.8,48,True,Resolved,4.0
CASE-064097,CUST-018356,,General Inquiry,Low,2023-01-09,2023-01-10,32.6,72,True,Resolved,5.0
CASE-064948,CUST-002806,,General Inquiry,Medium,2023-01-09,2023-01-11,57.2,48,False,Resolved,2.0
CASE-065239,CUST-031419,,General Inquiry,Medium,2023-01-09,2023-01-10,28.2,48,True,Resolved,4.0
CASE-000096,CUST-027562,ORD-0002473,Delivery Issue,High,2023-01-10,2023-01-10,10.6,24,True,Resolved,5.0
CASE-000097,CUST-011132,ORD-0002537,Delivery Issue,Medium,2023-01-10,2023-01-10,22.5,48,True,Resolved,3.0
CASE-000102,CUST-005491,ORD-0002700,Delivery Issue,High,2023-01-10,,,24,False,Open,
CASE-000106,CUST-014908,ORD-0002875,Delivery Issue,High,2023-01-10,2023-01-11,32.7,24,False,Resolved,3.0
CASE-000115,CUST-003233,ORD-0003437,Delivery Issue,Low,2023-01-10,2023-01-12,63.9,72,True,Resolved,5.0
CASE-000116,CUST-032194,ORD-0003450,Delivery Issue,Low,2023-01-10,2023-01-11,35.7,72,True,Resolved,3.0
