activity_id,regarding_type,regarding_id,activity_type,activity_date
ACT-0001242,Lead,LEAD-00500,Email,2021-06-19
ACT-0003503,Opportunity,OPP-00404,Task,2021-06-19
ACT-0002058,Opportunity,OPP-00046,Email,2021-06-20
ACT-0003506,Opportunity,OPP-00404,Phone Call,2021-06-20
ACT-0003604,Opportunity,OPP-00430,Email,2021-06-20
ACT-0000108,Lead,LEAD-00043,Meeting,2021-06-21
ACT-0002542,Opportunity,OPP-00166,Task,2021-06-21
ACT-0003329,Opportunity,OPP-00362,Task,2021-06-21
ACT-0001804,Lead,LEAD-00721,Phone Call,2021-06-23
ACT-0002761,Opportunity,OPP-00221,Meeting,2021-06-23
ACT-0003600,Opportunity,OPP-00430,Email,2021-06-23
ACT-0000675,Lead,LEAD-00269,Phone Call,2021-06-24
ACT-0002727,Opportunity,OPP-00212,Email,2021-06-24
ACT-0000855,Lead,LEAD-00339,Email,2021-06-25
ACT-0001246,Lead,LEAD-00501,Phone Call,2021-06-25
ACT-0001336,Lead,LEAD-00536,Email,2021-06-26
ACT-0002730,Opportunity,OPP-00212,Task,2021-06-26
ACT-0003331,Opportunity,OPP-00362,Task,2021-06-26
ACT-0001742,Lead,LEAD-00696,Phone Call,2021-06-27
ACT-0001806,Lead,LEAD-00721,Task,2021-06-27
ACT-0002045,Opportunity,OPP-00043,Task,2021-06-27
ACT-0000098,Lead,LEAD-00039,Task,2021-06-28
ACT-0000311,Lead,LEAD-00125,Task,2021-06-28
ACT-0001335,Lead,LEAD-00536,Task,2021-06-28
ACT-0002729,Opportunity,OPP-00212,Phone Call,2021-06-28
ACT-0002922,Opportunity,OPP-00259,Meeting,2021-06-28
ACT-0000313,Lead,LEAD-00125,Phone Call,2021-06-29
ACT-0000097,Lead,LEAD-00039,Phone Call,2021-06-30
ACT-0001247,Lead,LEAD-00501,Email,2021-06-30
ACT-0001501,Lead,LEAD-00598,Email,2021-06-30
ACT-0000312,Lead,LEAD-00125,Phone Call,2021-07-02
ACT-0001500,Lead,LEAD-00598,Phone Call,2021-07-02
ACT-0003327,Opportunity,OPP-00362,Task,2021-07-02
ACT-0001245,Lead,LEAD-00501,Phone Call,2021-07-03
ACT-0001762,Lead,LEAD-00705,Phone Call,2021-07-03
ACT-0001805,Lead,LEAD-00721,Phone Call,2021-07-03
ACT-0003601,Opportunity,OPP-00430,Task,2021-07-03
ACT-0001029,Lead,LEAD-00418,Task,2021-07-04
ACT-0001031,Lead,LEAD-00418,Meeting,2021-07-04
ACT-0001243,Lead,LEAD-00500,Email,2021-07-04
ACT-0003442,Opportunity,OPP-00388,Email,2021-07-04
ACT-0001244,Lead,LEAD-00501,Email,2021-07-05
ACT-0001502,Lead,LEAD-00598,Task,2021-07-06
ACT-0001081,Lead,LEAD-00436,Email,2021-07-07
ACT-0003332,Opportunity,OPP-00362,Task,2021-07-07
ACT-0002631,Opportunity,OPP-00188,Phone Call,2021-07-08
ACT-0001030,Lead,LEAD-00418,Phone Call,2021-07-09
ACT-0001082,Lead,LEAD-00436,Email,2021-07-09
ACT-0002310,Opportunity,OPP-00107,Task,2021-07-09
ACT-0003330,Opportunity,OPP-00362,Phone Call,2021-07-09
ACT-0003438,Opportunity,OPP-00388,Phone Call,2021-07-09
ACT-0001868,Lead,LEAD-00747,Email,2021-07-10
ACT-0000879,Lead,LEAD-00352,Phone Call,2021-07-11
ACT-0001032,Lead,LEAD-00418,Meeting,2021-07-11
ACT-0002048,Opportunity,OPP-00043,Email,2021-07-11
ACT-0000465,Lead,LEAD-00188,Email,2021-07-12
ACT-0001499,Lead,LEAD-00598,Task,2021-07-12
ACT-0003573,Opportunity,OPP-00422,Task,2021-07-12
ACT-0000466,Lead,LEAD-00188,Phone Call,2021-07-13
ACT-0000878,Lead,LEAD-00352,Email,2021-07-13
ACT-0002046,Opportunity,OPP-00043,Phone Call,2021-07-13
ACT-0000464,Lead,LEAD-00188,Phone Call,2021-07-14
ACT-0000897,Lead,LEAD-00360,Email,2021-07-14
ACT-0000898,Lead,LEAD-00360,Meeting,2021-07-14
ACT-0002634,Opportunity,OPP-00188,Email,2021-07-14
ACT-0003328,Opportunity,OPP-00362,Phone Call,2021-07-14
ACT-0003441,Opportunity,OPP-00388,Email,2021-07-15
ACT-0001190,Lead,LEAD-00482,Email,2021-07-16
ACT-0001191,Lead,LEAD-00482,Email,2021-07-16
ACT-0003440,Opportunity,OPP-00388,Email,2021-07-16
ACT-0003443,Opportunity,OPP-00388,Task,2021-07-16
ACT-0003375,Opportunity,OPP-00374,Email,2021-07-17
ACT-0000370,Lead,LEAD-00152,Phone Call,2021-07-18
ACT-0000877,Lead,LEAD-00352,Phone Call,2021-07-18
ACT-0000948,Lead,LEAD-00383,Phone Call,2021-07-18
ACT-0001763,Lead,LEAD-00705,Phone Call,2021-07-18
ACT-0002540,Opportunity,OPP-00166,Meeting,2021-07-18
ACT-0003333,Opportunity,OPP-00363,Phone Call,2021-07-18
ACT-0003377,Opportunity,OPP-00374,Phone Call,2021-07-18
ACT-0001080,Lead,LEAD-00436,Phone Call,2021-07-19
ACT-0001764,Lead,LEAD-00705,Email,2021-07-19
ACT-0002545,Opportunity,OPP-00166,Phone Call,2021-07-19
ACT-0001261,Lead,LEAD-00507,Email,2021-07-20
ACT-0003572,Opportunity,OPP-00422,Meeting,2021-07-20
ACT-0002047,Opportunity,OPP-00043,Phone Call,2021-07-21
ACT-0002535,Opportunity,OPP-00164,Task,2021-07-21
ACT-0002636,Opportunity,OPP-00188,Email,2021-07-22
ACT-0000876,Lead,LEAD-00352,Email,2021-07-23
ACT-0001867,Lead,LEAD-00747,Task,2021-07-23
ACT-0000143,Lead,LEAD-00054,Phone Call,2021-07-24
ACT-0001260,Lead,LEAD-00507,Phone Call,2021-07-24
ACT-0003085,Opportunity,OPP-00296,Email,2021-07-24
ACT-0003166,Opportunity,OPP-00317,Email,2021-07-25
ACT-0000141,Lead,LEAD-00054,Email,2021-07-27
ACT-0000142,Lead,LEAD-00054,Phone Call,2021-07-28
ACT-0002635,Opportunity,OPP-00188,Meeting,2021-07-28
ACT-0001560,Lead,LEAD-00626,Phone Call,2021-07-29
ACT-0002049,Opportunity,OPP-00043,Email,2021-07-29
ACT-0003082,Opportunity,OPP-00296,Phone Call,2021-07-30
ACT-0003334,Opportunity,OPP-00363,Phone Call,2021-07-30
ACT-0003571,Opportunity,OPP-00422,Email,2021-07-31
ACT-0001521,Lead,LEAD-00605,Meeting,2021-08-01
ACT-0003084,Opportunity,OPP-00296,Phone Call,2021-08-01
ACT-0000920,Lead,LEAD-00369,Task,2021-08-02
ACT-0001558,Lead,LEAD-00626,Email,2021-08-02
ACT-0000919,Lead,LEAD-00369,Email,2021-08-03
ACT-0001522,Lead,LEAD-00605,Phone Call,2021-08-03
ACT-0001559,Lead,LEAD-00626,Task,2021-08-03
ACT-0003083,Opportunity,OPP-00296,Email,2021-08-03
ACT-0003165,Opportunity,OPP-00317,Meeting,2021-08-03
ACT-0000662,Lead,LEAD-00265,Meeting,2021-08-04
ACT-0001259,Lead,LEAD-00507,Email,2021-08-05
ACT-0003570,Opportunity,OPP-00422,Phone Call,2021-08-05
ACT-0000586,Lead,LEAD-00235,Email,2021-08-07
ACT-0002032,Opportunity,OPP-00039,Task,2021-08-08
ACT-0002633,Opportunity,OPP-00188,Email,2021-08-09
ACT-0000461,Lead,LEAD-00187,Phone Call,2021-08-10
ACT-0001151,Lead,LEAD-00466,Phone Call,2021-08-10
ACT-0001152,Lead,LEAD-00466,Phone Call,2021-08-10
ACT-0000327,Lead,LEAD-00131,Email,2021-08-11
ACT-0000918,Lead,LEAD-00369,Email,2021-08-11
ACT-0001396,Lead,LEAD-00558,Phone Call,2021-08-11
ACT-0002626,Opportunity,OPP-00187,Email,2021-08-12
ACT-0003087,Opportunity,OPP-00296,Phone Call,2021-08-12
ACT-0000660,Lead,LEAD-00265,Phone Call,2021-08-13
ACT-0001028,Lead,LEAD-00417,Email,2021-08-14
ACT-0001782,Lead,LEAD-00712,Phone Call,2021-08-14
ACT-0001784,Lead,LEAD-00712,Phone Call,2021-08-14
ACT-0002489,Opportunity,OPP-00152,Phone Call,2021-08-14
ACT-0002632,Opportunity,OPP-00188,Phone Call,2021-08-14
ACT-0000368,Lead,LEAD-00151,Email,2021-08-15
ACT-0000661,Lead,LEAD-00265,Phone Call,2021-08-15
ACT-0001027,Lead,LEAD-00417,Phone Call,2021-08-15
ACT-0002380,Opportunity,OPP-00125,Email,2021-08-15
ACT-0002487,Opportunity,OPP-00152,Email,2021-08-15
ACT-0002097,Opportunity,OPP-00054,Email,2021-08-16
ACT-0002375,Opportunity,OPP-00125,Email,2021-08-16
ACT-0000462,Lead,LEAD-00187,Phone Call,2021-08-17
ACT-0002030,Opportunity,OPP-00039,Email,2021-08-17
ACT-0003086,Opportunity,OPP-00296,Phone Call,2021-08-17
ACT-0000463,Lead,LEAD-00187,Email,2021-08-18
ACT-0000917,Lead,LEAD-00369,Meeting,2021-08-18
ACT-0001026,Lead,LEAD-00417,Meeting,2021-08-18
ACT-0000739,Lead,LEAD-00294,Phone Call,2021-08-19
ACT-0002095,Opportunity,OPP-00054,Email,2021-08-19
ACT-0002629,Opportunity,OPP-00187,Email,2021-08-19
ACT-0002490,Opportunity,OPP-00152,Phone Call,2021-08-20
ACT-0002625,Opportunity,OPP-00187,Email,2021-08-20
ACT-0003167,Opportunity,OPP-00317,Email,2021-08-20
ACT-0000701,Lead,LEAD-00280,Meeting,2021-08-21
ACT-0001783,Lead,LEAD-00712,Email,2021-08-21
ACT-0002376,Opportunity,OPP-00125,Email,2021-08-21
ACT-0002536,Opportunity,OPP-00164,Phone Call,2021-08-21
ACT-0003376,Opportunity,OPP-00374,Email,2021-08-21
ACT-0000481,Lead,LEAD-00193,Task,2021-08-22
ACT-0000738,Lead,LEAD-00294,Email,2021-08-22
ACT-0001141,Lead,LEAD-00461,Meeting,2021-08-22
ACT-0002098,Opportunity,OPP-00054,Email,2021-08-22
ACT-0003168,Opportunity,OPP-00317,Email,2021-08-22
ACT-0000736,Lead,LEAD-00294,Email,2021-08-23
ACT-0002630,Opportunity,OPP-00187,Email,2021-08-23
ACT-0001153,Lead,LEAD-00466,Meeting,2021-08-24
ACT-0001453,Lead,LEAD-00578,Task,2021-08-24
ACT-0001456,Lead,LEAD-00578,Phone Call,2021-08-24
ACT-0000479,Lead,LEAD-00193,Task,2021-08-25
ACT-0001395,Lead,LEAD-00558,Phone Call,2021-08-26
ACT-0001397,Lead,LEAD-00558,Phone Call,2021-08-26
ACT-0002378,Opportunity,OPP-00125,Email,2021-08-26
ACT-0002096,Opportunity,OPP-00054,Email,2021-08-27
ACT-0000480,Lead,LEAD-00193,Email,2021-08-28
ACT-0002628,Opportunity,OPP-00187,Email,2021-08-28
ACT-0000369,Lead,LEAD-00151,Email,2021-08-29
ACT-0000921,Lead,LEAD-00370,Task,2021-08-29
ACT-0002485,Opportunity,OPP-00151,Phone Call,2021-08-29
ACT-0002486,Opportunity,OPP-00151,Task,2021-08-29
ACT-0002942,Opportunity,OPP-00264,Email,2021-08-29
ACT-0002379,Opportunity,OPP-00125,Email,2021-08-31
ACT-0002488,Opportunity,OPP-00152,Email,2021-09-01
ACT-0002827,Opportunity,OPP-00235,Phone Call,2021-09-01
ACT-0003651,Opportunity,OPP-00441,Phone Call,2021-09-01
ACT-0000008,Lead,LEAD-00005,Meeting,2021-09-03
ACT-0000618,Lead,LEAD-00247,Email,2021-09-03
ACT-0000700,Lead,LEAD-00280,Phone Call,2021-09-03
ACT-0000702,Lead,LEAD-00280,Phone Call,2021-09-03
ACT-0000703,Lead,LEAD-00280,Meeting,2021-09-03
ACT-0001454,Lead,LEAD-00578,Email,2021-09-03
ACT-0002828,Opportunity,OPP-00235,Phone Call,2021-09-03
ACT-0000929,Lead,LEAD-00374,Phone Call,2021-09-04
ACT-0002401,Opportunity,OPP-00131,Email,2021-09-04
ACT-0000387,Lead,LEAD-00158,Task,2021-09-05
ACT-0001455,Lead,LEAD-00578,Phone Call,2021-09-05
ACT-0001601,Lead,LEAD-00642,Task,2021-09-05
ACT-0002031,Opportunity,OPP-00039,Email,2021-09-05
ACT-0002539,Opportunity,OPP-00165,Phone Call,2021-09-05
ACT-0000009,Lead,LEAD-00005,Phone Call,2021-09-06
ACT-0002627,Opportunity,OPP-00187,Task,2021-09-06
ACT-0000737,Lead,LEAD-00294,Phone Call,2021-09-07
ACT-0001632,Lead,LEAD-00653,Phone Call,2021-09-07
ACT-0002403,Opportunity,OPP-00131,Email,2021-09-07
ACT-0002484,Opportunity,OPP-00151,Phone Call,2021-09-07
ACT-0002537,Opportunity,OPP-00165,Task,2021-09-07
ACT-0000340,Lead,LEAD-00138,Phone Call,2021-09-08
ACT-0000533,Lead,LEAD-00215,Email,2021-09-08
ACT-0002943,Opportunity,OPP-00264,Email,2021-09-08
ACT-0000438,Lead,LEAD-00180,Phone Call,2021-09-09
ACT-0000440,Lead,LEAD-00180,Task,2021-09-09
ACT-0001055,Lead,LEAD-00426,Phone Call,2021-09-09
ACT-0002825,Opportunity,OPP-00235,Email,2021-09-09
ACT-0000439,Lead,LEAD-00180,Phone Call,2021-09-10
ACT-0000534,Lead,LEAD-00215,Task,2021-09-10
ACT-0000617,Lead,LEAD-00247,Email,2021-09-10
ACT-0001631,Lead,LEAD-00653,Email,2021-09-10
ACT-0002512,Opportunity,OPP-00158,Meeting,2021-09-10
ACT-0000239,Lead,LEAD-00096,Email,2021-09-11
ACT-0000930,Lead,LEAD-00374,Phone Call,2021-09-11
ACT-0002941,Opportunity,OPP-00264,Meeting,2021-09-11
ACT-0000365,Lead,LEAD-00148,Task,2021-09-12
ACT-0000437,Lead,LEAD-00180,Meeting,2021-09-12
ACT-0001600,Lead,LEAD-00642,Email,2021-09-12
ACT-0003647,Opportunity,OPP-00441,Phone Call,2021-09-12
ACT-0000903,Lead,LEAD-00362,Email,2021-09-13
ACT-0002404,Opportunity,OPP-00131,Meeting,2021-09-13
ACT-0002742,Opportunity,OPP-00215,Task,2021-09-13
ACT-0000385,Lead,LEAD-00158,Email,2021-09-14
ACT-0000883,Lead,LEAD-00354,Phone Call,2021-09-14
ACT-0002744,Opportunity,OPP-00215,Email,2021-09-14
ACT-0001633,Lead,LEAD-00653,Phone Call,2021-09-15
ACT-0000832,Lead,LEAD-00331,Meeting,2021-09-16
ACT-0000882,Lead,LEAD-00354,Email,2021-09-16
ACT-0000884,Lead,LEAD-00354,Phone Call,2021-09-16
ACT-0001053,Lead,LEAD-00426,Meeting,2021-09-16
ACT-0002871,Opportunity,OPP-00247,Task,2021-09-16
ACT-0002873,Opportunity,OPP-00247,Meeting,2021-09-16
ACT-0002940,Opportunity,OPP-00264,Phone Call,2021-09-16
ACT-0000386,Lead,LEAD-00158,Email,2021-09-17
ACT-0001381,Lead,LEAD-00552,Phone Call,2021-09-17
ACT-0000807,Lead,LEAD-00320,Phone Call,2021-09-18
ACT-0001056,Lead,LEAD-00426,Phone Call,2021-09-18
ACT-0001135,Lead,LEAD-00458,Email,2021-09-18
ACT-0001716,Lead,LEAD-00686,Task,2021-09-18
ACT-0003648,Opportunity,OPP-00441,Email,2021-09-18
ACT-0000833,Lead,LEAD-00331,Phone Call,2021-09-19
ACT-0001428,Lead,LEAD-00570,Email,2021-09-19
ACT-0001430,Lead,LEAD-00570,Task,2021-09-19
ACT-0000237,Lead,LEAD-00096,Email,2021-09-20
ACT-0001431,Lead,LEAD-00570,Meeting,2021-09-20
ACT-0001731,Lead,LEAD-00692,Phone Call,2021-09-20
ACT-0002538,Opportunity,OPP-00165,Phone Call,2021-09-20
ACT-0002979,Opportunity,OPP-00274,Task,2021-09-20
ACT-0002980,Opportunity,OPP-00274,Meeting,2021-09-20
ACT-0001765,Lead,LEAD-00706,Task,2021-09-21
ACT-0002377,Opportunity,OPP-00125,Phone Call,2021-09-21
ACT-0002402,Opportunity,OPP-00131,Phone Call,2021-09-21
ACT-0000240,Lead,LEAD-00096,Phone Call,2021-09-22
ACT-0002977,Opportunity,OPP-00274,Task,2021-09-22
ACT-0003129,Opportunity,OPP-00306,Email,2021-09-22
ACT-0002400,Opportunity,OPP-00131,Phone Call,2021-09-23
ACT-0000238,Lead,LEAD-00096,Email,2021-09-24
ACT-0001380,Lead,LEAD-00552,Phone Call,2021-09-24
ACT-0003291,Opportunity,OPP-00350,Email,2021-09-24
ACT-0000341,Lead,LEAD-00138,Email,2021-09-25
ACT-0001175,Lead,LEAD-00476,Email,2021-09-25
ACT-0001766,Lead,LEAD-00706,Meeting,2021-09-25
ACT-0000220,Lead,LEAD-00090,Email,2021-09-26
ACT-0000222,Lead,LEAD-00090,Email,2021-09-26
ACT-0001717,Lead,LEAD-00686,Phone Call,2021-09-26
ACT-0003588,Opportunity,OPP-00427,Phone Call,2021-09-26
ACT-0000219,Lead,LEAD-00090,Phone Call,2021-09-27
ACT-0000808,Lead,LEAD-00320,Email,2021-09-27
ACT-0001048,Lead,LEAD-00424,Meeting,2021-09-27
ACT-0001054,Lead,LEAD-00426,Task,2021-09-27
ACT-0001176,Lead,LEAD-00476,Email,2021-09-27
ACT-0001768,Lead,LEAD-00706,Email,2021-09-27
ACT-0002274,Opportunity,OPP-00096,Phone Call,2021-09-27
ACT-0000947,Lead,LEAD-00382,Email,2021-09-29
ACT-0001047,Lead,LEAD-00424,Email,2021-09-29
ACT-0001906,Opportunity,OPP-00005,Email,2021-09-29
ACT-0001767,Lead,LEAD-00706,Task,2021-09-30
ACT-0003650,Opportunity,OPP-00441,Phone Call,2021-09-30
ACT-0001907,Opportunity,OPP-00005,Email,2021-10-01
ACT-0003126,Opportunity,OPP-00306,Phone Call,2021-10-01
ACT-0000221,Lead,LEAD-00090,Meeting,2021-10-02
ACT-0003649,Opportunity,OPP-00441,Task,2021-10-02
ACT-0001178,Lead,LEAD-00476,Email,2021-10-03
ACT-0002276,Opportunity,OPP-00096,Phone Call,2021-10-03
ACT-0002511,Opportunity,OPP-00158,Meeting,2021-10-03
ACT-0002513,Opportunity,OPP-00158,Phone Call,2021-10-03
ACT-0003155,Opportunity,OPP-00313,Email,2021-10-03
ACT-0001429,Lead,LEAD-00570,Email,2021-10-04
ACT-0001786,Lead,LEAD-00714,Phone Call,2021-10-04
ACT-0001177,Lead,LEAD-00476,Phone Call,2021-10-05
ACT-0003305,Opportunity,OPP-00355,Phone Call,2021-10-05
ACT-0003612,Opportunity,OPP-00432,Phone Call,2021-10-05
ACT-0002602,Opportunity,OPP-00180,Email,2021-10-06
ACT-0001050,Lead,LEAD-00424,Email,2021-10-07
ACT-0002275,Opportunity,OPP-00096,Phone Call,2021-10-07
ACT-0002599,Opportunity,OPP-00180,Email,2021-10-07
ACT-0002826,Opportunity,OPP-00235,Email,2021-10-08
ACT-0003059,Opportunity,OPP-00291,Email,2021-10-08
ACT-0002875,Opportunity,OPP-00247,Task,2021-10-09
ACT-0003127,Opportunity,OPP-00306,Email,2021-10-09
ACT-0000214,Lead,LEAD-00087,Email,2021-10-10
ACT-0000980,Lead,LEAD-00399,Phone Call,2021-10-10
ACT-0001787,Lead,LEAD-00714,Phone Call,2021-10-10
ACT-0001788,Lead,LEAD-00714,Phone Call,2021-10-10
ACT-0001909,Opportunity,OPP-00005,Task,2021-10-10
ACT-0002471,Opportunity,OPP-00148,Meeting,2021-10-10
ACT-0002743,Opportunity,OPP-00215,Meeting,2021-10-10
ACT-0003292,Opportunity,OPP-00350,Phone Call,2021-10-10
ACT-0000212,Lead,LEAD-00087,Phone Call,2021-10-11
ACT-0002273,Opportunity,OPP-00096,Meeting,2021-10-11
ACT-0003293,Opportunity,OPP-00350,Meeting,2021-10-11
ACT-0000588,Lead,LEAD-00237,Meeting,2021-10-12
ACT-0000213,Lead,LEAD-00087,Phone Call,2021-10-13
ACT-0003637,Opportunity,OPP-00438,Task,2021-10-13
ACT-0000721,Lead,LEAD-00287,Phone Call,2021-10-14
ACT-0001219,Lead,LEAD-00493,Phone Call,2021-10-14
ACT-0001221,Lead,LEAD-00493,Meeting,2021-10-14
ACT-0002514,Opportunity,OPP-00158,Phone Call,2021-10-14
ACT-0003589,Opportunity,OPP-00427,Task,2021-10-14
ACT-0000535,Lead,LEAD-00216,Email,2021-10-15
ACT-0001049,Lead,LEAD-00424,Phone Call,2021-10-15
ACT-0002749,Opportunity,OPP-00216,Email,2021-10-15
ACT-0001842,Lead,LEAD-00738,Phone Call,2021-10-16
ACT-0002872,Opportunity,OPP-00247,Meeting,2021-10-16
ACT-0001796,Lead,LEAD-00717,Task,2021-10-17
ACT-0001798,Lead,LEAD-00717,Phone Call,2021-10-17
ACT-0003613,Opportunity,OPP-00432,Email,2021-10-17
ACT-0000536,Lead,LEAD-00216,Phone Call,2021-10-18
ACT-0000780,Lead,LEAD-00311,Task,2021-10-18
ACT-0000981,Lead,LEAD-00399,Email,2021-10-18
ACT-0002600,Opportunity,OPP-00180,Email,2021-10-18
ACT-0002874,Opportunity,OPP-00247,Email,2021-10-18
ACT-0003060,Opportunity,OPP-00291,Phone Call,2021-10-18
ACT-0003113,Opportunity,OPP-00303,Phone Call,2021-10-18
ACT-0000589,Lead,LEAD-00237,Phone Call,2021-10-19
ACT-0001581,Lead,LEAD-00636,Email,2021-10-19
ACT-0002981,Opportunity,OPP-00274,Task,2021-10-19
ACT-0003590,Opportunity,OPP-00427,Email,2021-10-20
ACT-0000979,Lead,LEAD-00399,Email,2021-10-21
ACT-0001582,Lead,LEAD-00636,Email,2021-10-21
ACT-0002876,Opportunity,OPP-00247,Phone Call,2021-10-21
ACT-0003128,Opportunity,OPP-00306,Phone Call,2021-10-21
ACT-0000781,Lead,LEAD-00311,Email,2021-10-22
ACT-0000782,Lead,LEAD-00311,Phone Call,2021-10-22
ACT-0002982,Opportunity,OPP-00274,Email,2021-10-22
ACT-0003614,Opportunity,OPP-00432,Phone Call,2021-10-22
ACT-0002741,Opportunity,OPP-00215,Email,2021-10-23
ACT-0002745,Opportunity,OPP-00215,Email,2021-10-23
ACT-0000783,Lead,LEAD-00311,Email,2021-10-26
ACT-0003115,Opportunity,OPP-00303,Meeting,2021-10-26
ACT-0000356,Lead,LEAD-00144,Email,2021-10-27
ACT-0001218,Lead,LEAD-00493,Phone Call,2021-10-27
ACT-0001533,Lead,LEAD-00611,Email,2021-10-27
ACT-0002978,Opportunity,OPP-00274,Phone Call,2021-10-27
ACT-0001220,Lead,LEAD-00493,Phone Call,2021-10-28
ACT-0001797,Lead,LEAD-00717,Phone Call,2021-10-28
ACT-0003062,Opportunity,OPP-00291,Email,2021-10-29
ACT-0001579,Lead,LEAD-00636,Email,2021-10-30
ACT-0003004,Opportunity,OPP-00279,Meeting,2021-10-30
ACT-0003130,Opportunity,OPP-00306,Email,2021-10-30
ACT-0002475,Opportunity,OPP-00148,Phone Call,2021-10-31
ACT-0003635,Opportunity,OPP-00438,Phone Call,2021-10-31
ACT-0001532,Lead,LEAD-00611,Email,2021-11-01
ACT-0001534,Lead,LEAD-00611,Phone Call,2021-11-01
ACT-0001843,Lead,LEAD-00738,Phone Call,2021-11-01
ACT-0002653,Opportunity,OPP-00193,Phone Call,2021-11-01
ACT-0003156,Opportunity,OPP-00313,Phone Call,2021-11-01
ACT-0000335,Lead,LEAD-00134,Task,2021-11-02
ACT-0002975,Opportunity,OPP-00273,Phone Call,2021-11-02
ACT-0003061,Opportunity,OPP-00291,Task,2021-11-03
ACT-0003304,Opportunity,OPP-00355,Email,2021-11-03
ACT-0003636,Opportunity,OPP-00438,Email,2021-11-03
ACT-0000169,Lead,LEAD-00065,Phone Call,2021-11-04
ACT-0001580,Lead,LEAD-00636,Email,2021-11-04
ACT-0003007,Opportunity,OPP-00279,Task,2021-11-04
ACT-0000967,Lead,LEAD-00394,Phone Call,2021-11-05
ACT-0001908,Opportunity,OPP-00005,Meeting,2021-11-05
ACT-0002601,Opportunity,OPP-00180,Email,2021-11-05
ACT-0003006,Opportunity,OPP-00279,Email,2021-11-05
ACT-0003480,Opportunity,OPP-00398,Email,2021-11-05
ACT-0000170,Lead,LEAD-00065,Email,2021-11-06
ACT-0003657,Opportunity,OPP-00442,Phone Call,2021-11-06
ACT-0000357,Lead,LEAD-00144,Phone Call,2021-11-08
ACT-0000815,Lead,LEAD-00323,Task,2021-11-08
ACT-0003686,Opportunity,OPP-00449,Phone Call,2021-11-08
ACT-0000816,Lead,LEAD-00323,Phone Call,2021-11-09
ACT-0001106,Lead,LEAD-00447,Email,2021-11-10
ACT-0002472,Opportunity,OPP-00148,Task,2021-11-10
ACT-0000036,Lead,LEAD-00015,Phone Call,2021-11-11
ACT-0001105,Lead,LEAD-00447,Meeting,2021-11-11
ACT-0002474,Opportunity,OPP-00148,Phone Call,2021-11-11
ACT-0002746,Opportunity,OPP-00216,Email,2021-11-11
ACT-0003652,Opportunity,OPP-00442,Phone Call,2021-11-11
ACT-0000824,Lead,LEAD-00327,Phone Call,2021-11-12
ACT-0001107,Lead,LEAD-00447,Phone Call,2021-11-13
ACT-0002237,Opportunity,OPP-00087,Phone Call,2021-11-13
ACT-0001590,Lead,LEAD-00639,Phone Call,2021-11-14
ACT-0001749,Lead,LEAD-00700,Phone Call,2021-11-14
ACT-0002834,Opportunity,OPP-00237,Email,2021-11-14
ACT-0003058,Opportunity,OPP-00291,Phone Call,2021-11-14
ACT-0003482,Opportunity,OPP-00398,Task,2021-11-14
ACT-0002651,Opportunity,OPP-00193,Phone Call,2021-11-15
ACT-0002833,Opportunity,OPP-00237,Phone Call,2021-11-15
ACT-0003114,Opportunity,OPP-00303,Email,2021-11-15
ACT-0003654,Opportunity,OPP-00442,Email,2021-11-15
ACT-0002473,Opportunity,OPP-00148,Phone Call,2021-11-16
ACT-0002747,Opportunity,OPP-00216,Task,2021-11-16
ACT-0000968,Lead,LEAD-00394,Email,2021-11-17
ACT-0002141,Opportunity,OPP-00065,Email,2021-11-17
ACT-0002835,Opportunity,OPP-00237,Phone Call,2021-11-17
ACT-0002837,Opportunity,OPP-00237,Task,2021-11-17
ACT-0003653,Opportunity,OPP-00442,Phone Call,2021-11-17
ACT-0000825,Lead,LEAD-00327,Phone Call,2021-11-18
ACT-0001591,Lead,LEAD-00639,Email,2021-11-18
ACT-0003005,Opportunity,OPP-00279,Email,2021-11-18
ACT-0003638,Opportunity,OPP-00438,Phone Call,2021-11-18
ACT-0000515,Lead,LEAD-00208,Phone Call,2021-11-19
ACT-0002748,Opportunity,OPP-00216,Task,2021-11-19
ACT-0003003,Opportunity,OPP-00279,Phone Call,2021-11-19
ACT-0000814,Lead,LEAD-00323,Meeting,2021-11-20
ACT-0001750,Lead,LEAD-00700,Phone Call,2021-11-20
ACT-0001751,Lead,LEAD-00700,Phone Call,2021-11-20
ACT-0003267,Opportunity,OPP-00343,Phone Call,2021-11-20
ACT-0001329,Lead,LEAD-00533,Phone Call,2021-11-21
ACT-0000683,Lead,LEAD-00272,Task,2021-11-22
ACT-0000823,Lead,LEAD-00327,Phone Call,2021-11-22
ACT-0001878,Lead,LEAD-00752,Meeting,2021-11-22
ACT-0003319,Opportunity,OPP-00359,Email,2021-11-22
ACT-0003483,Opportunity,OPP-00398,Phone Call,2021-11-22
ACT-0002236,Opportunity,OPP-00087,Meeting,2021-11-23
ACT-0002838,Opportunity,OPP-00237,Phone Call,2021-11-23
ACT-0003041,Opportunity,OPP-00287,Phone Call,2021-11-23
ACT-0002142,Opportunity,OPP-00065,Phone Call,2021-11-24
ACT-0003634,Opportunity,OPP-00437,Email,2021-11-24
ACT-0001327,Lead,LEAD-00533,Phone Call,2021-11-25
ACT-0001589,Lead,LEAD-00639,Email,2021-11-25
ACT-0002652,Opportunity,OPP-00193,Task,2021-11-25
